1156	pos	It feels comfortable on my hand and it's very responsive
1157	pos	Fits nice in your hand, glides ever so smoothly over the surface
1157	pos	Love the interchangeable weights that come with it
1158	neg	Both my mice have failed on me in less than a year
1158	neg	They both got the double clicking issue that slowly gets worse until your mouse breaks
1159	pos	Overall the build quality is very solid and extremely comfortable in the hand
1159	pos	Overall a very well built mouse for the money
1160	neg	Felt great, adjustable weights, etc
1160	neg	Very disappointed for a mouse of this caliber
1161	pos	Would definitely recommend
1163	pos	It has a great feel, is fairly light and the software was easy to use
1164	neg	My main issue is just the fact that the switch isn't well made and breaks in mere months
1165	pos	Got this for my boyfriend for the holidays and he said he loves it so much more than is older mouse
1165	pos	If you’re looking for a gaming mouse, this is the one
1166	neg	When the same right mouse button issue showed up on the second mouse I purchased @ 4 months in, I moved on to another brand
1167	pos	The response time is amazing and the ability to change your DPI on the fly is very useful for me
1168	pos	So far it is a good mouse
1169	neg	Out of the blue, starting today, the mouse will randomly perform a right-click
1170	pos	I bought this for my son and he loves it
1170	pos	it has a large dpi range which is great for your personal customization and the RGB on the mouse is customizable
1170	pos	the 11 programmable buttons are great for gaming
1170	pos	the mouse is built very well
1170	pos	I would suggest buying this mouse whenever it is on sale if you are looking for a gaming mouse
1171	pos	Wanted to upgrade from my M510 for gaming, this mouse is great
1171	pos	The adjustable weight alone makes it worth buying
1172	pos	Very comfortable, lots of buttons and is accurate
1177	neg	Serious engineering flaw that must be fixed before I can rate this mouse worth purchasing
1178	neg	One complaint I have about this mouse is the buttons
1179	pos	I have large hands and the mouse is very comfortable
1179	pos	The weights that come in the box have made it the perfect mouse for me
1182	pos	This mouse is fantastic
1182	pos	It's very comfortable to hold, the buttons are easily accessible, the weights are a nice touch
1184	pos	Good for work, comfortable and reliable, my right hand never feel hurt or tired again after day long work
1185	pos	Coming from my older Corsair Sabre, I'm now a fanboy of the Logitech HERO series
1185	pos	The weights are great, solid materials, doesn't feel flimsy at all, extremely smooth glide even on an old mouse pad
1186	neg	Over the course of two months, I can no longer even left click with this mouse
1186	neg	Stay far away from this, or any other, Logitech mice
1187	pos	They are amazing and have lots of buttons to customize
1188	pos	My son loves this mouse more than any previous Mouse he has used for his gaming
1189	pos	I like gaming mousses, and this is by far my favorite
1189	pos	It has such a sleek design, it's durable, it's ergonomic and it's button clicks are great
1189	pos	But by far, the best feature is the scroll wheel
1191	pos	The mouse is very solid and the weight of it is great
1191	pos	I’ve been using the G305 mouse for awhile and it’s a good mouse but I have a tendency to pick it up accidentally while playing a game because of its light weight and I wanted a mouse that weighed more and this is the perfect mouse for it
1191	pos	The G502’s quality is excellent and it feels great in my hand
1192	pos	The grip feels good, the button responses are good, and the customization is a sick bonus like omg
1194	pos	I love the infinite, weighted scroll wheel
1194	pos	It's also a very beautiful and customizable mouse
1194	pos	The mouse fits perfectly in the hand, and the hatch for the weights is very easy to access if there are multiple users of the computer
1195	pos	According to him it's the best and coolest gaming mouse
1195	pos	Very satisfied
1196	pos	It fits perfect for my hand and all the extra mouse buttons are great for rebinding things like a quick melee or things of that sort
1200	neg	There quality has gone down in recent years
1202	pos	The mouse is good
1202	pos	The added weights are a great thing and I really want these type of weights to be added to many more mice
1203	neg	Can't even use the mouse at all now, every time I try doing something the mouse causes my browser to go back a page, and sometimes it will just make it impossible to do anything at times
1203	neg	Probably just got unlucky, but i'm still rather disappointed that it stopped working within a month
1204	neg	The G502 isn't as comfortable/ergonomic as the Intellimouse, and the scroll wheel is noisy
1204	neg	It clicks constantly while scrolling, which is driving me nuts
1207	pos	It’s a great mouse I recommend it 100% awesome features in the software
1209	pos	Unlimited profiles and keys, highly recommend for productive or gaming activities
1210	neg	It is so bad when you hold right click it disengages multiple times without letting go of the button (makes it impossible to play fps, even had a heck of a time in warcraft spinning the camera) I had the g500 for years and thought this would be the new great mouse I could have for a while
1211	pos	The adjustable resolution of the mouse is great, as are the weights and lighting effects
1212	pos	Quality materials and great sensitivity tho
1212	pos	It also looks pretty badass, so that's also a plus
1213	pos	Awesome mouse
1213	neg	Only issue the right n left click are the first things to start messing up
1214	neg	The G502 was a huge disappointment, from the get-go, the middle mouse button rattled when moving side to side, in both locked and unlocked position
1216	pos	Great feel and seems to be good quality
1218	pos	He likes it a lot & works great
1220	pos	and i mean RGBbro this scroll wheel is the best ive ever used so far
1222	pos	The additional weights that you can put in the mouse are also a plus, it gives you that quality feel with the mouse compared to others
1222	pos	Overall, really great mouse
1223	neg	If you do a lot of fps gaming where you aim down sights then shoot don't get this mouse
1224	pos	Had this mouse over a year and still loving it
1224	pos	I love these logitech designs for my hands on long mmorpg sessions
1225	pos	Personally for gaming I love this mouse
1226	pos	Best mouse I have ever used
1226	pos	Feels amazing and the rgb is really cool
1227	pos	Would recommend this to anyone
1227	pos	I really love mine
1227	pos	Comfortable and moves easily
1229	pos	Works great
1231	neg	My mouse was working great until the scroll wheel wont pick up scrolling anymore the mouse grip is very uncomfortable if you have bigger hands the scroll wheel on this mouse is just absolutely garbage there's no grip to it and it just slips from your fingers when gaming
1232	pos	Great for gaming can adjust weight and sensitivity easily the wire is long enough for my setup and love the feel of it
1233	pos	Use this primarily for gaming, love the unlocking scroll wheel, as well as the adjustable weight
1234	pos	love the mouse works awesome playing cold war and wooping butt
1235	pos	I like the extra added weight that comes with the mouse
1237	neg	After even mild use, the right mouse button starts to not respond, or respond only randomly
1238	pos	It’s been a pretty good mouse
1240	neg	Just dead after turning on my PC one day
1240	neg	I know hardware can go out sometimes but a mouse shouldn't have a problem like this
1242	neg	It's now September 19th and my g502 hero is already experiencing double click issues with the left click button, which makes most games nigh unplayable
1243	pos	I like the macro key customization for any of the buttons on it
1243	pos	It's comfortable I like the whieghts you can add to it I like using all of them good heavy mouse so I can do fine detail things in games and such really a all around good gaming mouse
1244	pos	I had a regular G502 when it was released and loved it
1244	pos	I ended up giving that away and bought the G502 hero and I absolutely love it
1246	pos	Love it been using for years bought a second to have on hand
1247	neg	The only complain i have is that I accidentally fat finger the mouse speed buttons
1247	pos	Overall it’s a great mouse and is the definition of customizable
1248	pos	Good mouse overall
1248	neg	My only issue is the bright LED lights logitec put on it
1249	pos	Love this mouse, bought as a backup to the same model
1249	neg	Hate the shipping negligence of putting a shipping sticker on the product packaging and mailing it as-is
1250	neg	This wheel is made of hard plastic that is too slick and I am continually wetting my finger trying to get traction
1250	neg	But - the wheel thing is too annoying
1252	pos	I loved this product
1252	pos	I love the programmable 11 buttons
1252	pos	It’s very useful
1252	pos	I love the adjustable weights, but personally so keep all weights in my mouse for the heaviest/most weighted
1252	pos	I just wanna share this with them, because this mouse is the best
1254	neg	Bought in March and now does not work, reinstalling drivers didn't work
1254	neg	Mouse randomly doubleclicks or fails to hold a click
1255	neg	The mouse is fantastic for the first handful of months, but after that the cheap switches they use causes clicking problems and ruin the whole experience
1255	neg	Left-clicking and dragging becomes nearly impossible and constant double clicking occur
1255	neg	I've used 3 different G502 mouses and each one has had this problem occur, while the hundreds of other complaints I've read online repeating the same problem
1255	neg	I personally would not suggest this mouse if you desire to have a good mouse that will work for more then 5 months
1256	pos	It works very well and fits right in my hand
1256	pos	It also has very useful features in its software
1256	pos	I highly recommend it
1257	neg	I do not like the middle mouse scroll wheel
1258	pos	I love this
1258	pos	Custom button mapping is also a plus
1262	pos	This mouse is great I love it
1262	pos	The program is extremely easy to use and you can program any button to do almost anything
1262	pos	The scroll wheel is nice and I love how there is a button each way you push the scroll wheel (left or right)
1262	pos	10/10 rating I would recommend
1262	pos	Best customizable mouse you can find
1268	neg	It only last 4 months before start failing the right button, it got double click then, at 8 month it start double clicking on the left button, now 14 months after buy, it just lost the lefth click
1269	pos	My absolute favorite mouse, and the software actually worked for this one (unlike the last
1270	pos	Nice corded mouse for gaming and everyday use
1272	neg	Four months after purchase and the left click has stopped working completely
1273	pos	Does great, I had the original g502 and it worked great so I thought I'd get this one with the new sensor
1273	pos	The sensor on this does amazing at picking up fast movements and making sure it gets transmitted into the game
1273	pos	I am very happy with this purchase
1274	neg	Bought a G502 Hero for me and my wife, both developed double clicking issues on the left and right mouse buttons after only a month
1275	pos	I loved it so much that I've been gifting this to all my friends
1275	pos	I like the way my hand sits on the mouse
1276	neg	Actual trash, low quality product
1276	neg	This has to be the worst, stopped working after 6 months
1276	neg	I have had it for 5 years and counting, but this HERO mouse is garbage
1277	pos	It’s awesome
1278	neg	After about a week of use though I started to notice how extremely sensitive and loose the scroll wheel was, which for me wasn’t good for the way I rest my finger on the scroll wheel
1279	pos	The mouse is perfect
1279	pos	I’ve been using it for a little while now and it hasn’t been a disappointment, as it functions perfectly and it feels exceptional to hold
1279	pos	Overall an incredible mouse, great build quality, performance, and looks
1280	pos	I enjoy being able to change the weight of the mouse depending on what I'm doing
1281	pos	Excellent value for the money
1281	pos	Has a lot of great features & is easy to setup using the Logitech software suite
1282	pos	the build quality is amazing, fully customisable mouse buttons, the option to make mouse setting “profiles”, and even changing the weight of the mouse and comfortable feel on your hands is amazing
1282	pos	100% would recommend, amazing bang for your buck
1283	neg	I bought 2 of these mice and I use them for competitive fortnite after I had them for a bout 4 months it started doing wired stuff like turning off for no reason then my scroll wheel started locking up and would get stuck and then one of them just wouldn’t work out of nowhere now just today my one that is left I’ve had it for a bout 6 months now it’s now double clicking and this mouse is also really heavy my wrist herts all the time cause of how heavy it is
1284	pos	With the logitech programn it makes it easy to set this mouse up and the price is perfect this is my second  1st one lasted years
1286	neg	Got this mouse in February 2019, now it is early August and it is almost unusable due to double clicking issue
1287	pos	I’ve played Fortnite, Cold War , modern warfare, Roblox & Rage 2… This mouse preformed well
1287	neg	The only dislike i have with this particular gaming mouse is that the scroll wheel is really lose
1287	neg	Scrolling once will actually scroll multiple times & that can get kinda annoying
1288	pos	I love my mouse; since I was used to get mouses for about $10 - $15, this is the most expensive I've ever bought
1289	neg	Had the mouse just over a year and both left and right mouse buttons started spam clicking it started with the right mouse switch and then the left switch started actin up
1290	pos	The extra buttons are very useful, it has the perfect size for my hand, lot's of costumization, very precise but it is heavy
1291	pos	The G502 Hero is a nice and responsive mouse with nice features and customizing
1291	neg	The only problem I have with it is when you move your mouse the middle mouse key jiggles around which causes the mouse to shake accompanied by an annoying rattling sound
1292	pos	Everything is reachable and comfortable for small hands
1293	pos	Best mouse yet for gaming
1293	pos	Would recommend to anyone
1295	pos	And I must say I'm glad I chose this
1295	pos	Feels good in my right hand
1296	pos	He's been using it for a few months now, and is very pleased with the product
1297	pos	Love the weight and feel of this mouse
1297	pos	Matches my Logitech G810 keyboard perfectly
1297	pos	Would definitely recommend and buy again
1298	pos	hero sensor has grade A tracking, ergonomic shape is great for fingertip grip
1299	pos	It's a great mouse
1299	pos	Smooth, accurate, lots of programmable buttons (which as a lite gamer I will probably never use, but my bird very much appreciates their clicky noises)
1299	pos	Also, as someone with a smaller hand, it fits very comfortably
1300	pos	This mouse is hands down the best mouse I have ever had in my life
1300	pos	The rgb is the smoothest and satisfying thing I’ve seen in a gaming product
1300	pos	The buttons feel like they have been worked hard on and the feel of the product in total is outstanding
1300	pos	I definitely would recommend this product
1300	pos	Best value for a gaming mouse
1301	pos	can't say there is anything  wrong with this mouse, it is absolutely amazing specially if you are a gamer since you can make separate settings for different games
1302	neg	I liked the idea of having extra buttons next to my left click
1302	neg	This mouse is extremely heavy (without weights)
1303	pos	Extra buttons are in the perfect locations for my hand
1304	pos	Generally a good mouse
1304	neg	but had trouble where you have to click the DPS button in order for a right click to register
1304	pos	but other than that it is a really good mouse
1305	pos	Overall the G502 is great mouse for gaming and work, it’s fast, light and ergonomic but one of my led stop working
1306	neg	The wheel is so sensitive it will move when moving the mouse too quick or if you pick it up and put it back down
1306	neg	It's so terrible
1310	pos	Great mouse, I bought it on sale for 40$, I got lucky, very good mouse, I'm not big fan of software mouse however it doesn't take a lot ram or cou usage
1311	pos	It's absolutely awesome
1311	pos	Definitely an awesome gaming mouse with all sorts of buttons
1312	pos	I will recommend this is the best for FPS gaming
1313	pos	Functionality is great
1313	neg	Not very comfortable after a half hour of gaming
1313	pos	Works well for work, editing, etc
1314	neg	Dont waste time with this mouse
1316	pos	This is probably Logitech’s best gaming wired mouse
1317	neg	Do not buy this mouse, this is the third one I have gotten, I replaced 2 for the exact same issue
1318	pos	Great mouse, I look forward to as many years with it as I did with my last Logitech mouse
1319	pos	Fast, swift, fits great, much better than a regular one
1322	pos	10/10 would buy again
1323	pos	Video Player is loading
1324	pos	But when I do use it, it is perfect and it molds perfectly with my hand (which is kind of big)
1325	neg	I bought this twice and again I have problem - this time around scroll tilt function (left and right) - such that it just doesn’t tilt like my G600
1325	neg	So disappointing
1328	neg	The dpi buttons are in the wrong place ,very bad design  ,this is not a gaming mouse by far , unless you want your mouse moving at Mach 10 across your screen , quality is good  nice feel , and there is no way to disable the dpi buttons
1329	pos	Mouse was fantastic
1330	pos	Pretty lights
1330	pos	Accurate pointer
1331	neg	But they have almost no durability- my last mouse had a double clicking issue within a year, and now this one is either double clicking the right mouse button or doesn't let me hold the button down
1333	pos	one of the best mice ive ever owned
1333	pos	durable, accurate, no stupid nonsense
1333	pos	just good mousing
1335	neg	The right button stopped responding after only a week of use
1336	pos	My son loves it
1336	pos	He claims it the best he's tried
1337	neg	Logitech warranty support not efficient, pretty long and annoying procedure
1338	pos	This is a smooth mouse, with great customization abilities
1339	pos	This mouse is the perfect addition to my gaming setup
1339	pos	It is also extremely comfortable for gaming and everyday use
1340	pos	my son like it very much
1342	pos	Love the mouse
1342	pos	Very comfortable and I love the scroll wheel
1344	pos	The customization is really excellent, but even with default settings it provides a whole new level of ease and comfort
1344	pos	Responsiveness is at the speed of thought
1344	pos	Highly recommended
1345	neg	I bought this seeing a ton of good reviews but when I got it I was extremely disappointed
1345	neg	0/10 would not recommend
1346	pos	Great budget mouse
1346	pos	I was on the fence about getting a gaming mouse but after using this one for one month I love it
1347	neg	After only a couple months of using the mouse, the scroll wheel broke and does not allow me to click down with it
1347	neg	Scrolling is good, but I am unhappy with the clicking not working
1349	pos	Love this mouse
1350	pos	It’s so good I don’t even have to say anything about it
1352	pos	This was a gift for my adult grandson and he loved it and says its the best gaming mouse that he's ever used
1353	neg	I've had this mouse for less than a year and the left mouse button will send double clicks on its own
1353	neg	At first I thought it was just me not clicking correctly but it's gotten progressively worse over the past few months that the mouse is almost unusable
1356	neg	This mouse cost too much for a 8 month life span
1356	neg	The left click is now useless with zero accuracy
1358	pos	I bought this for gaming, I like it
1359	neg	I never leave reviews on Amazon, but this mouse deserves a horrible one
1359	neg	It started the random double clicking after only using it for 8 months
1360	pos	I’ve had this mouse for about a year now and it still works as good as the day I got it
1360	pos	It’s overall a great mouse
1360	pos	It feels really good in my hand and I like the fact that you can add weights to it to make it heavier
1361	neg	About 6 months in and I'm starting to notice that the left mouse button will double-click which is really inconvenient in games
1361	neg	It also has issues now with dragging a window
1363	neg	Scroll wheel stopped working after a month and 1 day
1364	neg	The mouse's right-click doesn't work any longer after less than one year of ownership
1365	pos	This mouse is incredibly high quality and isn’t a $300 gimmick
1365	pos	Very affordable and accurate, improved my performance both physically (grip) and mentally (lack of frustration  from horrendous DPI issues)9
1366	neg	The software to program the buttons doesn’t work unless you have the game you want to play installed on the computer you are using to configure the mouse
1368	pos	Use this mouse nearly daily and it feels good in my hand no problems
1369	neg	I had been using this mouse for almost 2 years, but a couple of months ago it started to double click randomly, there is no real easy fix to this problem and it was very annoying
1370	pos	I use the mouse for playing video games, and it works great
1373	pos	I upgraded from logitech g402 to g502 hero, and it is totally worth it, I love logitech mouse's and they are my favorite, the mouse is awesome and have smooth movement and it can add weight to it, it even have 11 programmable buttons, no wonder why this is ninja's mouse that he plays fortnite with, for value of money it much better than other junk mouses I have use before
1373	pos	Really you guys should get it and give it a try of never try logitech mouse's, they are the best 💙👌
1374	neg	Expect the switches that drive the left and right buttons to fail after a year
1374	neg	Left click is super squishy
1377	pos	My 15-year-old son loves this mouse
1377	pos	Easy to use
1377	pos	Price was right
1378	pos	Works well for gaming
1378	pos	The weights that it comes with really help
1380	neg	But after only just 2 months of using the mouse the left click started to not work it would double click when i didn't mean to or stutter when i held down left click i don't usually write reviews but this has been a repeated issue with the G502 mice and it's really annoying to have to buy new mice over and over again
1381	neg	Mouse started double clicking after 9 months
1383	pos	Mouse works great
1383	pos	Nice weight to it, very precise
1384	pos	This is an amazing mouse
1384	pos	Truly a perfect product that stands out amongst competitors
1385	pos	Good pricing
1386	pos	I love the ergonomic design and the look of it
1386	neg	There is only one thing bad about this mouse: the scroll wheel
1387	pos	Feels amazing, I love the extra weight and the metal feeling scroll wheel is my favorite part
1389	pos	It feels 10x more accurate to me when aiming
1390	pos	Nice, I can program a couple of key combinations to be button clicks
1391	pos	Great mice
1394	neg	Holding the right mouse button would continuously register new clicks, so trying to pan the camera in games would create stutters and general lack of responsiveness
1395	neg	Two of them arrived with broken scrolling wheel and 3rd broke after two weeks
1397	pos	Great quality, the user interface on their software is extremely easy to use, you can even set up different profiles for different games
1397	neg	The only downside is that this thing is VERY sensitive
1400	neg	The cover piece that cover the Mouse Eye/Weight area look so bad and scratches
1401	neg	A little over a month using it and the double click/not holding the click issue came up like many people have stated in the review section
1401	neg	Its not worth the money for such a basic design flaw (as many have had the same exact issue)
1402	neg	The left click button has an intermittent issue that will cause this mouse to fail
1403	pos	Love the sensitivity and programing options
1408	pos	Over all very good for the priceL
1409	neg	Received this product and all but one light on the side doesn't work
1409	neg	Very disappointed, the lighting was a big part of why I chose this mouse over others similar
1410	neg	Right mouse button starts releasing itself when held down
1410	neg	Cleaning with wipes and compressed air cannot fix
1410	neg	Suspect cheap design for right mouse button
1412	pos	It's been a solid and reliable choice for me for years and I'm not planning on leaving soon
1412	pos	Highly recommend this one for the price
1413	pos	Long high quality usb cable, ample extra buttons, feels great with included weights added
1413	pos	Perfect for the price for high apm gaming
1414	pos	Great value for the money
1415	neg	Worked for about a month then broke
1415	neg	My $14 trash mouse has lasted a year and works better than this
1416	pos	Definitely worth the price if you’re looking for a upgrade
1417	pos	Great product and I bought another for my granddaughter for her new laptop:)
1418	pos	Great gaming mouse
1418	pos	Super smooth and very easy to set up the rgb controls
1419	pos	Really like the mouse, fits my hand perfectly everything works as should
1419	pos	Great mouse for the price
1421	neg	Mouse can't click and hold long enough to drag stuff around
1422	pos	Favorite mouse ever I dont think I will ever own a different mouse
1423	neg	This mouse is infamous for misclicks
1423	neg	Just terrible
1423	neg	Do not waste your money
1424	neg	But both the right and left mouse buttons are not working correctly anymore
1424	neg	Holding either one down is unreliable, I can not even drag windows across my screen
1425	pos	This has to be the best gaming mouse I have purchased
1425	pos	I used to be a fan of Corsair's but after my wheel broke (no warranty) I decided to try out Logitech's
1425	pos	Feels great, has a great weight to it (i like it on the heavier side)
1425	pos	Looks are awesome too
1425	pos	I like the option of adjusting the wheel, this is a new feature for me and I actually find myself using it from time to time (depends on the game)
1426	neg	after falling off the desk the middle button started randomly clicking when scrolling and scrolling would skip lines or not work
1427	pos	Great build quality and multiple options available to configure the sensitivity, colors and weight distribution
1431	pos	After buying this mouse I will never change to anything else, the scroll feature is amazing on this item as well
1432	pos	Excellent mouse
1433	pos	Best wired gaming mouse imho
1433	pos	The rgb is a plus
1434	neg	I have been using this mouse for like 2-3 months now and it been hurting my wrists playing with it
1435	pos	I love this mouse
1435	pos	I love the fact that I can change the dpi with just one click
1435	pos	It's quality is great and the tracking is really good
1435	pos	I highly recommend it
1436	pos	By far the best mous I have used
1436	pos	Free wheel excellent feature
1436	pos	Quick response
1438	pos	Fantastic, comfortable, responsive
1438	pos	I also love the button that turns on and off the mouse wheel gears
1440	pos	a bit pricey, but deffinetly worth it
1440	pos	i love it
1441	neg	It was a great mouse up until the laser stopped working right
1441	neg	Really disappointing
1442	pos	Everything about this mouse is great
1442	pos	I definitely recommend this mouse to anyone who games especially with the adjustable weights
1442	pos	Fits great on my big hand and the free scroll wheel toggle is awesome
1443	neg	The switch in the right mouse button is faulty
1444	pos	It was a pretty good mouse
1444	neg	The mouse started to double click and now it's gotten worse
1444	neg	Super annoying to try to play FPS games with it
1445	pos	It's a solid mouse for gaming
1445	neg	The only complaint is how heavy it is compared to other options out there
1446	neg	Not a fan of buying “gamer” products, but this was was just plain broken because of the over engineering that went into the mouse wheel (MB3)
1447	neg	After 6 months of use, the mouse is double clicking
1447	neg	I'm really disappointed in the quality of the mouse
1448	pos	It is Very comfortable in my hand for a long gaming session, and with the adjustable weights it can be the perfect mouse for any gamer
1448	neg	The only problem I can think of is that LGHUB is not the easiest thing to use and was very outputting for me at first
1449	pos	For the price its awesome
